GameID,IDTitle,IDRegion,IDCategory,Game,MatchType,MatchScore,Resolution,Backend,Playability,InternalResolution,GraphicsBackend,SkipBufferEffects,AnisotropyLevel,TextureBackoffCache,SplineBezierQuality,SkipGPUReadbacks,CPUSpeed,FrameSkip,AutoFrameSkip,TexScalingType,TexScalingLevel,NotesParsed,NotesOriginal
ULES01045,Crisis Core: Final Fantasy VII,France,Games,Crisis Core: Final Fantasy VII,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES01046,Crisis Core: Final Fantasy VII,Germany,Games,Crisis Core: Final Fantasy VII,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES01047,Crisis Core: Final Fantasy VII,Italy,Games,Crisis Core: Final Fantasy VII,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES01048,Crisis Core: Final Fantasy VII,Spain,Games,Crisis Core: Final Fantasy VII,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES01086,LEGO Indiana Jones: The Original Adventures,Europe,Games,LEGO Indiana Jones: The Original Adventures,exact,2.000,2x,OpenGL,Unknown,2,0,,0,True,0,True,111,,,,,SkipGPUReadbacks=True,"Performance launcher, Skip GPU readbacks, Lazy textures, linear filtering, low res for effects on agressive, frameskip auto set on 1,playable, you can set to 1x for full speed"
ULES01144,Midnight Club: L.A. Remix,Europe,Games,Midnight Club: L.A. Remix,exact,2.000,1x,Vulkan,Unknown,1,3,,0,True,0,,111,,,,,,
ULES01151,LEGO Batman: The Videogame,Europe,Games,LEGO Batman: The Videogame,exact,2.000,2x,OpenGL,Unknown,2,0,,0,True,0,True,111,,,,,SkipGPUReadbacks=True,"Performance launcher, Skip GPU readbacks, Lazy textures, linear filtering, low res for effects on agressive, frameskip auto set on 1,playable, you can set to 1x for full speed"
ULES01170,Crash: Mind over Mutant,Europe,Games,Crash: Mind over Mutant,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,CPUSpeed=111;Playability=Frameskip1,"Lower effects resolution set to aggressive. underclock to 111MHz. Very playable, rarely drops below 90-95% speed"
ULES01171,Crash: Mind over Mutant,Europe,Games,Crash: Mind over Mutant,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,CPUSpeed=111;Playability=Frameskip1,"Lower effects resolution set to aggressive. underclock to 111MHz. Very playable, rarely drops below 90-95% speed"
ULES01172,Crash: Mind over Mutant,Europe,Games,Crash: Mind over Mutant,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,CPUSpeed=111;Playability=Frameskip1,"Lower effects resolution set to aggressive. underclock to 111MHz. Very playable, rarely drops below 90-95% speed"
ULES01213,Monster Hunter Freedom Unite,Europe,Games,Monster Hunter Freedom Unite,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES01214,Star Wars Battlefront: Elite Squadron,Europe,Games,Star Wars Battlefront Elite Squadron,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES01215,Mana Khemia: Student Alliance,Europe,Games,Mana Khemia: A Student Alliance,partial,1.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES01221,Dynasty Warriors: Strikeforce,Europe,Games,Dynasty Warriors Strikeforce,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES01242,SOCOM: U.S. Navy SEALs: Fireteam Bravo 3,Europe,Games,SOCOM US Navy Seals: Fireteam Bravo 3,partial,0.804,2x,OpenGL,Game crashes or is unplayable with frameskip (i.e. less than 70% speed with frameskip of 1),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,Graphical glitches with both renderers
ULES01278,Prinny: Can I Really Be the Hero?,Europe,Games,Prinny: Can i Really be The Heroe,partial,0.833,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES01316,IL-2 Sturmovik: Birds of Prey,Europe,Games,IL-2 Sturmovik: Birds of Prey,exact,2.000,SBE,Vulkan,Runs at close to or full speed without frameskip,,3,True,0,True,0,,111,0,False,,,Playability=NoFrameskip,Force real clock sync. Some tearing may occur during cutscenes
ULES01343,Marvel: Ultimate Alliance 2,Europe,Games,Marvel: Ultimate Alliance 2,exact,2.000,1x,OpenGL,Game crashes or is unplayable with frameskip (i.e. less than 70% speed with frameskip of 1),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULES01347,Grand Theft Auto: Chinatown Wars,Europe,Games,Grand Theft Auto: Chinatown Wars,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES01372,Metal Gear Solid: Peace Walker,"Europe, Australia",Games,Metal Gear Solid: Peace Walker,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Some bossfights run at less than full speed (<20FPS), can run at 30FPS with cheats and 1x resolution"
ULES01376,Tekken 6,Europe,Games,Tekken 6,exact,2.000,SBE,Vulkan,Playable with frameskip of 1 (close to full speed),,3,True,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,Frameskip = 1
ULES01384,Dante's Inferno,Europe,Games,Dante's Inferno,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,2x lags at 80% speed. frameskip will have graphics glitch.
ULES01385,Dante's Inferno,France,Games,Dante's Inferno,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,2x lags at 80% speed. frameskip will have graphics glitch.
ULES01386,Dante's Inferno,Italy,Games,Dante's Inferno,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,2x lags at 80% speed. frameskip will have graphics glitch.
ULES01387,Dante's Inferno,Germany,Games,Dante's Inferno,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,2x lags at 80% speed. frameskip will have graphics glitch.
ULES01388,Dante's Inferno,Spain,Games,Dante's Inferno,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,2x lags at 80% speed. frameskip will have graphics glitch.
ULES01392,Disgaea 2: Dark Hero Days,Europe,Games,Disgaea 2: Dark Hero Days,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES01394,Guilty Gear XX Accent Core Plus,Europe,Games,Guilty Gear XX Accent Core Plus,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULES01408,Ace Combat: Joint Assault,Europe,Games,Ace Combat: Joint Assault,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES01417,Valkyria Chronicles II,Europe,Games,Valkyria Chronicles II,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES01429,Metal Slug XX,Europe,Games,Metal Slug XX,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES01432,Fullmetal Alchemist: Brotherhood,Europe,Games,FullMetal Alchemist Brotherhood,exact,2.000,1x,OpenGL,Game crashes or is unplayable with frameskip (i.e. less than 70% speed with frameskip of 1),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Even at 1x, with frameskip and lazy textures the game is super slow"
ULES01433,Fullmetal Alchemist: Brotherhood,France,Games,FullMetal Alchemist Brotherhood,exact,2.000,1x,OpenGL,Game crashes or is unplayable with frameskip (i.e. less than 70% speed with frameskip of 1),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Even at 1x, with frameskip and lazy textures the game is super slow"
ULES01439,Phantasy Star Portable 2,Europe,Games,Phantasy Star Portable 2,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Lazy textures, frameskip on auto can help sometimes but isnt neccesary"
ULES01441,Kingdom Hearts: Birth by Sleep,Europe,Games,Kingdom Hearts: Birth By Sleep,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULES01456,Dragon Ball Z: Tenkaichi Tag Team,Europe,Games,Dragon Ball Z: Tenkaichi Tag Team,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,Frameskip set to 1 nearly full speed
ULES01500,Tactics Ogre: Let Us Cling Together,Europe,Games,Tactics Ogre: Let us Cling Together,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULES01513,The 3rd Birthday,Europe,Games,The 3rd Birthday,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULES01515,Gladiator Begins,Europe,Games,Gladiator Begins,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,with auto frameskip box checked but set to Off runs at full speed no drops
ULES01519,Gods Eater Burst,Europe,Games,Gods Eater Burst,exact,2.000,2x,Vulkan,Runs at close to or full speed without frameskip,2,3,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES01521,Final Fantasy IV: The Complete Collection,Europe,Games,Final Fantasy IV The Complete Edition,partial,0.800,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,Autoframeskip and lazy textures for some reason it has some hiccups here and there without them
ULES01523,Shin Megami Tensei: Persona 3 Portable,Europe,Preproduction,Shin Megami Tensei: Persona 3 Portable,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULES01557,Shin Megami Tensei: Persona 2: Innocent Sin,Europe,Games,Shin Megami Tensei: Persona 2: Innocent Sin,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULET01349,Grand Theft Auto: Chinatown Wars,Europe,Preproduction,Grand Theft Auto: Chinatown Wars,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05008,Need for Speed: Underground Rivals,Japan,Games,Need for Speed: Underground Rivals,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05024,Coded Arms,Japan,Games,Coded Arms,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,4,True,0,,166,0,False,0,2,"AnisotropyLevel=4;TexScalingType=0,TexScalingLevel=2;CPUSpeed=166;Playability=NoFrameskip","CPU clock set to 166MHz, 30fps cheat enabled. 2x xBRZ texture upscaling + 4x AF"
ULJM05049,Burnout Legends,Japan,Games,Burnout Legends,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can push 3x resolution depending on the stage
ULJM05073,Need for Speed: Most Wanted: 5-1-0,Japan,Games,Need for Speed: Most Wanted 5-1-0,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05093,Initial D: Street Stage,Japan,Games,Initial D: Street Stage,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05105,Stealth feat. WipEout Pure Stealth Edition,Japan,Demos,WipEout Pure,variant,0.667,1x,Vulkan,Playable with frameskip of 1 (close to full speed),1,3,,0,True,0,,111,1,False,,,FrameSkip=1;Playability=Frameskip1,Frameskip = 1
ULJM05128,Boku wa Koukuu Kanseikan: Airport Hero Narita,Japan,Games,Boku wa Koukuu Kanseikan: Airport Hero Kankuu,partial,0.857,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05130,Gitaroo Man Lives!,Japan,Games,Gitaroo Man Lives!,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05156,Monster Hunter Portable 2nd,"Japan, Korea",Games,Monster Hunter Portable 2nd G,superset,0.900,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05171,Boku wa Koukuu Kanseikan: Airport Hero Naha,Japan,Games,Boku wa Koukuu Kanseikan: Airport Hero Kankuu,partial,0.857,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05183,Need for Speed: Most Wanted: 5-1-0,Japan,Games,Need for Speed: Most Wanted 5-1-0,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05228,Burnout Legends,Japan,Games,Burnout Legends,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can push 3x resolution depending on the stage
ULJM05255,Grand Theft Auto: Liberty City Stories,Japan,Games,Grand Theft Auto: Liberty City Stories,exact,2.000,1x,OpenGL,Unknown,1,0,,0,True,0,,222,,,,,CPUSpeed=222,"On Opengl Performance launcher, autoframeskip at 1, lazy textures and emulated PSP CPU clock set to 222mhz"
ULJM05275,Crisis Core: Final Fantasy VII,"Japan, Asia",Games,Crisis Core: Final Fantasy VII,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05297,Grand Theft Auto: Vice City Stories,Japan,Games,Grand Theft Auto: Vice City Stories,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05355,Guilty Gear XX Accent Core Plus,Japan,Games,Guilty Gear XX Accent Core Plus,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULJM05359,Grand Theft Auto: Liberty City Stories,Japan,Games,Grand Theft Auto: Liberty City Stories,exact,2.000,1x,OpenGL,Unknown,1,0,,0,True,0,,222,,,,,CPUSpeed=222,"On Opengl Performance launcher, autoframeskip at 1, lazy textures and emulated PSP CPU clock set to 222mhz"
ULJM05371,Burnout Dominator,Japan,Games,Burnout Dominator,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Can push 2x resolution most of the time
ULJM05430,Medal of Honor: Heroes 2,Japan,Games,Medal of Honor Heroes 2,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULJM05453,Boku wa Koukuu Kanseikan: Airport Hero Shinchitose,Japan,Games,Boku wa Koukuu Kanseikan: Airport Hero Kankuu,partial,0.857,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05489,Persona 3 Portable,Japan,Games,Shin Megami Tensei: Persona 3 Portable,superset,0.750,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05492,Armored Core 3 Portable,"Japan, Asia",Games,Armored Core 3 Portable,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULJM05493,Phantasy Star Portable 2,Japan,Games,Phantasy Star Portable 2,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Lazy textures, frameskip on auto can help sometimes but isnt neccesary"
ULJM05500,Monster Hunter Portable 2nd G,"Japan, Asia",Games,Monster Hunter Portable 2nd G,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05501,Hexyz Force,Japan,Games,Hexyz Force,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULJM05517,Crisis Core: Final Fantasy VII,"Japan, Asia",Games,Crisis Core: Final Fantasy VII,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05552,Armored Core: Silent Line Portable,Japan,Games,Armored Core: Silent Line Portable,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULJM05600,Kingdom Hearts: Birth by Sleep,"Japan, Asia",Games,Kingdom Hearts: Birth By Sleep,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULJM05604,Grand Theft Auto: Chinatown Wars,Japan,Games,Grand Theft Auto: Chinatown Wars,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05611,Armored Core: Last Raven Portable,Japan,Games,Armored Core: Last Raven,variant,0.900,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05630,Metal Gear Solid: Peace Walker,"Japan, Asia",Games,Metal Gear Solid: Peace Walker,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Some bossfights run at less than full speed (<20FPS), can run at 30FPS with cheats and 1x resolution"
ULJM05732,Phantasy Star Portable 2 Infinity,Japan,Games,Phantasy Star Portable 2,variant,0.900,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Lazy textures, frameskip on auto can help sometimes but isnt neccesary"
ULJM05759,Persona 2: Tsumi: Innocent Sin,Japan,Games,Shin Megami Tensei: Persona 2: Innocent Sin,partial,0.686,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULJM05775,Kingdom Hearts: Birth by Sleep: Final Mix,Japan,Games,Kingdom Hearts: Birth By Sleep,variant,0.833,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULJM05798,The 3rd Birthday,Japan,Games,The 3rd Birthday,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULJM05800,Monster Hunter Portable 3rd,"Japan, Asia",Games,Monster Hunter Portable 3rd,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05804,Grand Theft Auto: Chinatown Wars,Japan,Games,Grand Theft Auto: Chinatown Wars,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05855,Final Fantasy IV Complete Collection: Final Fantasy IV & The After Years,Japan,Games,Final Fantasy IV The Complete Edition,partial,0.600,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,Autoframeskip and lazy textures for some reason it has some hiccups here and there without them
ULJM05859,Black Rock Shooter: The Game,Japan,Games,Black Rock Shooter The Game,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05884,Grand Theft Auto: Vice City Stories,Japan,Games,Grand Theft Auto: Vice City Stories,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM05885,Grand Theft Auto: Liberty City Stories,Japan,Games,Grand Theft Auto: Liberty City Stories,exact,2.000,1x,OpenGL,Unknown,1,0,,0,True,0,,222,,,,,CPUSpeed=222,"On Opengl Performance launcher, autoframeskip at 1, lazy textures and emulated PSP CPU clock set to 222mhz"
ULJM05904,Midnight Club: L.A. Remix,Japan,Games,Midnight Club: L.A. Remix,exact,2.000,1x,Vulkan,Unknown,1,3,,0,True,0,,111,,,,,,
ULJM05923,7th Dragon 2020,Japan,Games,7th Dragon 2020,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,8,True,0,,111,0,False,,,AnisotropyLevel=8;Playability=NoFrameskip,8x AF
ULJM05944,Clock Zero: Shuuen no Ichibyou Portable,Japan,Games,Clock Zero ~Shuuen no Ichibyou~,variant,0.917,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULJM05945,Clock Zero: Shuuen no Ichibyou Portable,Japan,Games,Clock Zero ~Shuuen no Ichibyou~,variant,0.917,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULJM05982,Lord of Apocalypse,Japan,Games,Lord Of Apocalypse,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,100% full speed with autoframeskip On
ULJM06008,The 3rd Birthday,Japan,Games,The 3rd Birthday,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULJM06046,Elkrone no Atelier: Dear for Otomate,Japan,Games,Atelier Elkrone: Dear for Otomate,variant,0.900,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULJM06081,Persona 2: Batsu: Eternal Punishment,Japan,Games,Persona 2: Eternal Punishment,variant,0.900,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULJM06097,Musou Orochi 2 Special,Japan,Games,Musou Orochi special 2,partial,1.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULJM06113,Nayuta no Kiseki,Japan,Games,Nayuta no Kiseki,exact,2.000,1x,OpenGL,Playable with frameskip of 1 (close to full speed),1,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULJM06122,Final Fantasy IV Complete Collection: Final Fantasy IV & The After Years,Japan,Games,Final Fantasy IV The Complete Edition,partial,0.600,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,Autoframeskip and lazy textures for some reason it has some hiccups here and there without them
ULJM06133,Final Fantasy III,Japan,Games,Final Fantasy III,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM06213,Kingdom Hearts: Birth by Sleep: Final Mix,Japan,Games,Kingdom Hearts: Birth By Sleep,variant,0.833,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,
ULJM06219,Black Wolves Saga: Last Hope,Japan,Games,Black Wolves Saga,variant,0.800,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,2,True,0,,111,0,False,,,AnisotropyLevel=2;Playability=NoFrameskip,2x AF
ULJM06223,Shining Ark,Japan,Games,Shining Ark,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM06229,7th Dragon 2020-II,Japan,Games,7th Dragon 2020-II,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,8,True,0,,111,0,False,,,AnisotropyLevel=8;Playability=NoFrameskip,8x AF
ULJM06376,Toukiden Kiwami,Japan,Games,Toukiden Kiwami,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,Autoframeskip on Auto
ULJM08003,Need for Speed: Underground Rivals,Japan,Games,Need for Speed: Underground Rivals,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM08013,Initial D: Street Stage,Japan,Games,Initial D: Street Stage,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM08019,Monster Hunter Portable 2nd G,"Japan, Asia",Games,Monster Hunter Portable 2nd G,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM08025,Monster Hunter Portable 2nd G,"Japan, Asia",Games,Monster Hunter Portable 2nd G,exact,2.000,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM08030,Phantasy Star Portable 2,Japan,Games,Phantasy Star Portable 2,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Lazy textures, frameskip on auto can help sometimes but isnt neccesary"
ULJM08038,Metal Gear Solid: Peace Walker,"Japan, Asia",Games,Metal Gear Solid: Peace Walker,exact,2.000,2x,OpenGL,Playable with frameskip of 1 (close to full speed),2,0,,0,True,0,,111,1,False,,,Playability=Frameskip1,"Some bossfights run at less than full speed (<20FPS), can run at 30FPS with cheats and 1x resolution"
ULJM08040,Initial D: Street Stage,Japan,Games,Initial D: Street Stage,exact,2.000,1x,OpenGL,Runs at close to or full speed without frameskip,1,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM08044,Persona 3 Portable,Japan,Games,Shin Megami Tensei: Persona 3 Portable,superset,0.750,3x,OpenGL,Runs at close to or full speed without frameskip,3,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
ULJM08058,Monster Hunter Portable 3rd,"Japan, Asia",Games,Monster Hunter Portable 3rd,exact,2.000,2x,OpenGL,Runs at close to or full speed without frameskip,2,0,,0,True,0,,111,0,False,,,Playability=NoFrameskip,
